participant_id,participant,experiment,exp_group,sex,age,stimulus,logdice,stim_code,source_code,source_type,is_drm,response,accuracy,rt,log_rt,rt_valid,list_num,word_num,list_half,interval,verbalization,interval_label,verbalization_label
Попова_д_3,3,Попова_д,EG2,f,24,корабль,10.1857601162805,1,0,partner,0,0,1,1.128,0.12044615307586706,True,1,10,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,море,,2,2,drm,1,1,0,0.654,-0.4246479275249383,True,1,0,0,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,снег,9.87285264957895,1,1,self,0,0,0,0.903,-0.10203272556515161,True,2,1,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,высота,9.51413881228487,1,0,partner,0,1,0,1.436,0.3618614706260324,True,2,2,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,камень,9.53683415940488,1,1,self,0,0,0,0.8,-0.2231435513142097,True,2,3,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,вершина,10.9851345563969,1,0,partner,0,1,0,0.911,-0.0932123817221787,True,2,4,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,альпинист,7.40369919466379,1,1,self,0,0,0,0.953,-0.048140375327934984,True,2,5,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,лыжи,7.80692511638619,1,0,partner,0,0,1,2.441,0.8924077914108229,True,2,6,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,река,10.2676516439352,1,1,self,0,0,0,1.727,0.5463857991645416,True,2,7,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,небо,9.39539475761566,1,0,partner,0,1,0,0.726,-0.320205264157341,True,2,8,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,лавина,7.51955588082066,1,1,self,0,1,1,1.852,0.6162661362239877,True,2,9,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,скала,9.39684812429488,1,0,partner,0,1,0,1.393,0.3314596947976687,True,2,10,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,гора,,2,2,drm,1,0,0,2.552,0.9368773654825434,True,2,0,0,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,интерес,8.19467534424044,1,1,self,0,1,1,0.988,-0.012072581234269249,True,3,1,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,знание,8.07594369621188,1,0,partner,0,0,1,1.154,0.14323416808590775,True,3,2,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,библиотека,10.2943144728552,1,1,self,0,1,1,1.147,0.13714983814723367,True,3,3,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,страница,10.0550873183058,1,0,partner,0,0,1,1.746,0.5573274574174104,True,3,4,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,учеба,5.7949812572643,1,1,self,0,1,1,0.708,-0.34531118528841737,True,3,5,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,история,9.47715690668496,1,0,partner,0,1,0,2.703,0.9943622672943105,True,3,6,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,чтение,10.0997964554943,1,1,self,0,0,0,0.912,-0.09211528890780563,True,3,7,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,буква,7.71378001021515,1,0,partner,0,0,1,0.982,-0.01816397062767118,True,3,8,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,обложка,8.74217189935687,1,1,self,0,0,0,0.752,-0.28501895503229724,True,3,9,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,переплет,9.28957884499014,1,0,partner,0,1,0,1.109,0.10345870836822997,True,3,10,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,книга,,2,2,drm,1,1,0,1.427,0.3555743384946994,True,3,0,0,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,кровать,8.25259696598966,1,1,self,0,0,0,1.133,0.12486898204586927,True,4,1,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,ночь,10.1215986928889,1,0,partner,0,1,0,1.529,0.4246139269469252,True,4,2,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,отдых,9.12925617768409,1,1,self,0,0,0,1.276,0.24373018492259815,True,4,3,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,тепло,7.4062808344878,1,0,partner,0,0,1,1.235,0.2110709700799406,True,4,4,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,подушка,8.08357910262921,1,1,self,0,0,0,4.37,1.4747630091074988,True,4,5,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,мечта,8.53225956218292,1,0,partner,0,1,0,1.405,0.3400373027857091,True,4,6,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,одеяло,7.97281954156205,1,1,self,0,0,0,0.828,-0.18874212459687742,True,4,7,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,темнота,7.32271009353237,1,0,partner,0,1,0,0.861,-0.14966077455440627,True,4,8,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,звезды,6.94809137023272,1,1,self,0,1,1,0.991,-0.00904074465214907,True,4,9,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,мягкость,,1,0,partner,0,0,1,0.917,-0.08664780672567217,True,4,10,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,сон,,2,2,drm,1,0,0,1.104,0.09893994785490365,True,4,0,0,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,стол,10.6634501952256,1,1,self,0,1,1,0.761,-0.2731219211204512,True,5,1,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,деревянный,9.16404389830872,1,0,partner,0,1,0,8.855,2.180982271234797,True,5,2,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,сидеть,10.1439467163498,1,1,self,0,0,0,0.712,-0.3396773675701613,True,5,3,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,кресло,9.98036401761074,1,0,partner,0,0,1,2.401,0.8758853172391161,True,5,4,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,мебель,9.15977871635753,1,1,self,0,0,0,1.05,0.04879016416943205,True,5,5,1,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,спинка,11.5970062916951,1,0,partner,0,0,1,0.848,-0.164874643190234,True,5,6,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,ножки,9.95550601435996,1,1,self,0,1,1,1.17,0.1570037488096647,True,5,7,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,сидение,8.42966610566237,1,0,partner,0,0,1,0.78,-0.2484613592984996,True,5,8,2,1,0,delayed,no_verb
Попова_д_3,3,Попова_д,EG2,f,24,табурет,8.49002950242967,1,1,self,0,0,0,1.202,0.1839868361130158,True,5,9,2,1,0,delayed,no_verb
